epoch,train_loss,val_loss
1,0.01201714788644996,0.011723674728224675
2,0.011810357048540967,0.011501149721443654
3,0.011702960532356917,0.011458040308207273
4,0.011670491983936992,0.011392062517503897
5,0.01165068284661541,0.011366185179601113
6,0.011626569853436923,0.011301095616072416
7,0.011604785692555823,0.011368009075522423
8,0.011596911193753376,0.011333394261697927
9,0.011594471185266292,0.011274904453506072
10,0.011575502007066524,0.01125501660630107
11,0.011572659684932957,0.011293072483191887
12,0.011550418469530775,0.011281327276180187
13,0.011549829459349013,0.011312424850960573
14,0.011545207331969825,0.01131416908154885
15,0.01154740146775606,0.011292924365649621
16,0.011541698365242083,0.011312960671881835
17,0.011541477595756942,0.011294262949377298
18,0.011543947496865752,0.011293623472253482
19,0.011545699229640993,0.011294782639791568
20,0.011539034575521379,0.011342539104322593
21,0.01154122067643719,0.011387683084855478
22,0.011537715900661034,0.01130510884647568
23,0.011546430328485516,0.01138910476739208
24,0.01153743972279443,0.01147925573711594
25,0.011543027683030177,0.011289249571661154
26,0.01153898450365368,0.011328979829947154
27,0.011544607046764953,0.011298296085248391
28,0.011537243622734067,0.0112980659181873
29,0.011542236157993966,0.01131104358782371
30,0.011539038591186017,0.011304427534341813
31,0.011537913433116765,0.011289381415893635
32,0.011542872387646723,0.011379273508985837
33,0.011534591966765461,0.011308466959744691
34,0.011536394718666155,0.011375820146252711
35,0.011542885534167857,0.011291512536505859
36,0.011538128072870435,0.011319234073162078
37,0.011536146023668377,0.011303158433487018
38,0.011538845653373027,0.011319197919219733
39,0.01153383376395521,0.011299236634125312
40,0.011537259701327792,0.011315218998740117
