epoch,seed,lr,train_loss,val_loss
1,44,0.001,0.08573772561024218,0.07747454030646218
2,44,0.0009999901402976406,0.07803390810594839,0.07551650371816424
3,44,0.0009999605615798064,0.07542382750441046,0.07145694891611735
4,44,0.0009999112650142142,0.07202522599083536,0.06939610259400474
5,44,0.0009998422525470084,0.07033820647527189,0.06843063483635585
6,44,0.000999753526902683,0.0693142684724401,0.06719303462240431
7,44,0.0009996450915839745,0.06868262873852954,0.06656574292315377
8,44,0.0009995169508717236,0.06820251365356586,0.06630857702758577
9,44,0.000999369109824706,0.06790205617161359,0.06589117149511974
10,44,0.0009992015742794332,0.06765312164583627,0.06601620713869731
11,44,0.0009990143508499217,0.06744526151348562,0.06541379789511363
12,44,0.000998807446927432,0.06717856042087078,0.0654892697930336
13,44,0.0009985808706801766,0.06693975167239413,0.06510173281033833
14,44,0.0009983346310529979,0.06670766334761591,0.06507808301183912
15,44,0.0009980687377670148,0.06645913082448875,0.0646302377184232
16,44,0.0009977832013192385,0.06610843144795474,0.06442653636137645
17,44,0.0009974780329821595,0.06593856708530117,0.06422217438618343
18,44,0.0009971532448033009,0.06574030560167397,0.06408592893017663
19,44,0.000996808849604744,0.06544252474080114,0.06379456569751103
20,44,0.0009964448609826218,0.06528459960485206,0.06378387245866987
21,44,0.0009960612933065816,0.06522885381298907,0.06383125235637029
22,44,0.0009956581617192185,0.06511813544613473,0.06353238680296475
23,44,0.000995235482135477,0.06505202178788536,0.0632729935977194
24,44,0.000994793271242024,0.06490127901163172,0.06329592234558529
25,44,0.0009943315464965878,0.06476482792812235,0.06312874621815151
26,44,0.0009938503261272711,0.06461773489547126,0.06294884077376789
27,44,0.0009933496291318299,0.06448951390955378,0.06309224665164948
28,44,0.0009928294752769243,0.0644579750540502,0.06278192086352243
29,44,0.0009922898850973378,0.06431627996704158,0.06286926029456986
30,44,0.0009917308798951668,0.06432192569927257,0.06259915770755874
31,44,0.0009911524817389798,0.06424830497845131,0.06268492589394252
32,44,0.000990554713462945,0.06420326013775433,0.06248438275522656
33,44,0.000989937598665931,0.06412213947623968,0.062499162637525134
34,44,0.000989301161710573,0.06413170070770909,0.06241104503472646
35,44,0.0009886454277223124,0.06414300000623745,0.06235376538501845
36,44,0.000987970422588404,0.06407355993766994,0.06266454276111391
37,44,0.0009872761729568952,0.06407929869259105,0.062404739360014595
38,44,0.000986562706235572,0.06407887329730917,0.0627253217001756
39,44,0.0009858300505908794,0.0640296341632219,0.06254385535915692
40,44,0.0009850782349468076,0.06398340632372043,0.06234373897314072
41,44,0.000984307288983751,0.06406423991874736,0.06235780939459801
42,44,0.0009835172431373362,0.06403510601204984,0.06252084838019477
43,44,0.00098270812859722,0.06399981633705251,0.06234481889340612
44,44,0.0009818799773058597,0.06406964476713363,0.06227375608351496
45,44,0.0009810328219572496,0.0639832976328976,0.0625752645234267
46,44,0.0009801666959956329,0.0639848126208081,0.06236506915754742
47,44,0.000979281633614179,0.06395119806642041,0.06231428268882963
48,44,0.0009783776697536357,0.06399413883028661,0.06262080992261569
49,44,0.000977454840100948,0.06399914178559009,0.06242165548933877
50,44,0.0009765131810878507,0.06392981205135584,0.06254695231715839
51,44,0.0009755527298894291,0.06397655748707406,0.062279349399937525
52,44,0.000974573524422652,0.06391094016897328,0.062155278192626104
53,44,0.0009735756033448745,0.06396157267119955,0.06216264102194044
54,44,0.0009725590060523122,0.06400063661310602,0.06230634326736132
55,44,0.0009715237726784855,0.06396840857889723,0.062436900205082364
56,44,0.0009704699440926354,0.063915760091999,0.06232445231742329
57,44,0.0009693975618981098,0.06388797545257736,0.062260778413878545
58,44,0.0009683066684307218,0.06392174833180274,0.06236563209030363
59,44,0.0009671973067570774,0.06393495125367361,0.06225857842299673
60,44,0.0009660695206728759,0.06392536947832388,0.06244945194986132
61,44,0.0009649233547011811,0.06395152359105208,0.0627102359301514
62,44,0.0009637588540906628,0.06392824770334889,0.06217619445588854
63,44,0.0009625760648138111,0.06393604254459634,0.06234984969099363
64,44,0.0009613750335651218,0.06393379011355779,0.06238025633825196
