mse,mae,rmse,rse,mape,wape,smape,inference_time_ms,run,fit_time_s
0.0031205577735325,0.0418097629550071,0.0558619528259846,0.2739297948586948,3.178703848957216,0.3972783940054269,61.85190095638671,2.001880000170786,0,1.961406946182251
0.0026955316350185,0.0174405878068344,0.0519185095608349,0.1344390983043026,0.3153902130545346,0.1577986427087028,29.11660942041181,1.367425600074057,1,403.7259209156037
0.002660367922054,0.0173910729032885,0.0515787545609042,0.1326853151905878,0.3134898753456492,0.1573506426378374,28.930634682268007,1.1346491998665442,2,414.86041355133057
0.0027204742658364,0.0174942424276359,0.0521581658595897,0.135683107001118,0.313260278751875,0.1582840980403298,29.036387184608635,1.426073200036626,3,418.0358319282532
0.0027034508648895,0.0174928081143126,0.0519947195866033,0.1348340683017944,0.3185322486196165,0.1582711206855436,29.115534494084923,1.3612631999421865,4,418.3335151672363
0.002689938771738,0.0174290995559543,0.0518646196528809,0.134160155372748,0.3147061639318172,0.1576946995150418,29.140779195208623,0.8035403989197221,5,399.1085398197174
0.0027487829043707,0.0175482978733355,0.0524288365727363,0.137094994655977,0.3151677362728116,0.1587731799483982,29.033941655030844,0.8852058002958074,6,400.2415819168091
0.0027224481780615,0.0175022552074595,0.0521770847984201,0.135781555476447,0.314099281526475,0.1583565959282732,29.09535552358281,1.3231031996838285,7,399.2714595794678
0.0027260944636999,0.0175116136169475,0.0522120145531648,0.1359634132394999,0.3158915732379246,0.1584412687805576,28.91039998267272,0.9264814005291556,8,401.8339400291443
0.0027689722206201,0.0175614991745307,0.0526210245113128,0.1381019327444415,0.3167720161569324,0.1588926224484829,29.104555633206285,1.4003804004460108,9,402.5444087982178
