mse,mae,rmse,rse,mape,wape,smape,inference_time_ms,run,fit_time_s
0.000921136199274,0.006004541872059,0.0303502256873663,0.1654442777522687,1.6733763860745117,0.285886310911878,90.7638142008684,1.0329725999781658,0,37.88062882423401
0.0009204818198508,0.0060082197302199,0.0303394433015972,0.165326745370913,1.6816227352666844,0.2860614199083843,90.91039295867247,1.0374569999839878,1,32.49416780471802
0.0009214107343757,0.0059916633311494,0.0303547481356013,0.1654935867053402,1.6457638770306895,0.2852731419759259,90.23872275270676,1.0478039999725297,2,32.826945304870605
0.0009199326910329,0.0060422402892906,0.0303303922004475,0.1652281169370985,1.7825288502695602,0.2876811957938927,92.71023820780783,0.9447526000030848,3,29.983958959579468
0.000913092231555,0.0059755946432427,0.0302174160304129,0.1639995093992458,1.663578460485998,0.2845080847900963,90.7070105238665,1.0251314000015554,4,31.88119840621948
0.0009242217356223,0.0060138212624462,0.0304010153715684,0.1659984676028256,1.6767143626398628,0.2863281182540254,90.8897961873059,0.9047483999893302,5,30.72656011581421
0.0009209109309354,0.0060024645438347,0.0303465143127747,0.1654038175492994,1.6766149648612063,0.2857874058304832,90.84601710162384,0.8810727998934453,6,30.7613787651062
0.0009177304499157,0.0059947000630532,0.0302940662492798,0.1648325747888678,1.6614638589199986,0.2854177258758651,90.5501082590972,1.0124033997271908,7,31.007889986038208
0.0009200241408332,0.0060469996109383,0.0303318997234471,0.1652445421369444,1.760354472619477,0.2879077950811148,92.3664905874326,0.9566385999278282,8,28.953661918640137
0.0009213223061879,0.0059838604440621,0.0303532915214802,0.1654777042140424,1.625152067341909,0.2849016334326659,89.56745795282431,0.9643453997341568,9,32.84963917732239
