epoch,train_loss,val_loss
1,0.005664802862773255,0.004315053236068171
2,0.005398171713133737,0.004290512132951442
3,0.005360831913017368,0.004479328773039228
4,0.00535003409200048,0.00427437955787515
5,0.005344476744185312,0.004275436006376848
6,0.005327912453972435,0.004254127907402375
7,0.00532994040887866,0.0042496314135325305
8,0.005307928449868903,0.004289994016289711
9,0.005305638039579331,0.004260083290693515
10,0.005305034672778289,0.004267740419463199
11,0.005321672738734949,0.004477649379302473
12,0.005361245724104218,0.004440787741366555
13,0.005371433698524863,0.004610967548454509
14,0.00529566314466045,0.0045585344846853434
15,0.005279837061761547,0.004253636566264664
16,0.005452855482255503,0.004243698190240299
17,0.005319293024081548,0.004432025119004881
18,0.005318929188711159,0.004362650325193125
19,0.005398460320528533,0.004250811275971287
20,0.005282806362798911,0.004264738616150092
21,0.00534670017028259,0.004220314693691976
22,0.005291748338110618,0.00422955778263071
23,0.005375711641953153,0.004247564014376086
24,0.005293101024956016,0.004214378402513617
25,0.00531456252496879,0.004513982656028341
26,0.005299026785828805,0.004272825550287962
27,0.00528729306455007,0.004211588735308717
28,0.005317121424507034,0.004224409979275044
29,0.005324825952303106,0.004294661859817365
30,0.005253496615342417,0.004209991106215645
31,0.005293832578838377,0.004291656290126198
32,0.005304731140544606,0.004390040070147198
33,0.005331857122038886,0.004238400224815397
34,0.005282425376886534,0.004318341051283128
35,0.0052634114399552345,0.004237000789383755
36,0.0053786442031042055,0.004223795484422761
37,0.005287631939686203,0.004226460642016986
38,0.005283506666073355,0.004343335612622254
39,0.005279839993849144,0.004334406639613649
40,0.005263595979944882,0.0042161846067756414
41,0.005289172307761796,0.004210142035256414
42,0.0052945247843419595,0.00426851212978363
43,0.005279992253251247,0.004255490007755511
44,0.005274753070483773,0.004388931700411965
45,0.005282560556779726,0.004214981283225557
46,0.005247752817537067,0.0043034683776033275
47,0.005278635596446061,0.004217896446147386
48,0.005271252453863873,0.004211799762047389
49,0.005276798365353528,0.00428485159543069
50,0.005262475038515561,0.0043247890905203186
51,0.005263772102514819,0.004380674498593982
52,0.005252779946836122,0.004212048411478891
53,0.005272889541367353,0.004199419403448701
54,0.005249546351447954,0.00424890811829006
55,0.0053019932455430595,0.004199334570918889
56,0.005260738946686862,0.004227778258021264
57,0.005254140830109433,0.004211550304556594
58,0.005244214561278537,0.004193024531773785
59,0.0052471767945246675,0.004203856114626807
60,0.005263927724149267,0.004263942212085514
61,0.005240992741596143,0.004335641792482313
62,0.005268580307868325,0.004213939763276893
63,0.005266410472281909,0.0042184380376163655
64,0.005265681893896248,0.004467593957943951
65,0.0052493496490168875,0.004205519237610347
66,0.00526421073176977,0.004339376889059649
67,0.005245902180924254,0.004197584656888948
68,0.00525903314651953,0.004200013696818668
69,0.005276342186982096,0.004197524120921598
70,0.005269049453722723,0.004209860721055199
71,0.0052666228414528955,0.004208828911513966
72,0.0052463925893465845,0.004202357109855203
73,0.005242024457587277,0.004193715682691511
74,0.005229804893734597,0.004288651418926961
75,0.005267819294990119,0.004289919784402146
76,0.005267194180228448,0.004201664452386253
77,0.005226914025053887,0.004202297244987944
78,0.005274222820397403,0.004199322901994866
79,0.00524668142167946,0.004203587729374275
80,0.00522935601203876,0.004201205296661048
81,0.005326751730073307,0.004259335000396651
82,0.005249546971014243,0.004362363518927903
83,0.005244072388573471,0.004267432726919651
84,0.005243705692148562,0.004204852520214284
85,0.0052313921199637955,0.004194947658106685
86,0.005259628174826503,0.004197548773577984
87,0.005246681291452151,0.004195212003062753
88,0.005231924560236729,0.004284600425949868
