epoch,seed,lr,train_loss,val_loss
1,43,0.001,0.012435837066509756,0.012521305543680986
2,43,0.0009999383779245895,0.012436153073341054,0.012522411023577054
3,43,0.000999753526902683,0.012435863966239798,0.01252553578466177
4,43,0.0009994454925435043,0.012439965596333516,0.012522696554660796
5,43,0.000999014350849922,0.012438477276972216,0.01252764771382014
6,43,0.0009984602081996978,0.012439097078378182,0.012521618232131004
7,43,0.0009977832013192388,0.012437849862939086,0.012521177877982457
8,43,0.0009969834972498627,0.012437632448088029,0.012524561968942484
9,43,0.000996061293306582,0.012436190050230656,0.012523231767117978
10,43,0.0009950168170294207,0.012438034583559798,0.012523707374930382
11,43,0.0009938503261272716,0.01243705166250923,0.01253020780781905
12,43,0.0009925621084143099,0.012436208306289996,0.012537747907141844
13,43,0.0009911524817389804,0.0124423197963868,0.012523237479229768
14,43,0.0009896217939055723,0.012437937405480368,0.01252180381367604
15,43,0.0009879704225884047,0.012436912366568359,0.012525351010262966
16,43,0.0009861987752386398,0.01243601891837202,0.012574017234146594
17,43,0.0009843072889837514,0.012437098597249382,0.012527594367663066
18,43,0.0009822964305196704,0.012437179649024348,0.012525794965525468
19,43,0.0009801666959956333,0.012438496207928794,0.012522607110440731
20,43,0.0009779186108917661,0.012437643873261335,0.012521823806067308
21,43,0.0009755527298894296,0.012438287743034258,0.012522388249635696
22,43,0.0009730696367343592,0.012438578919345517,0.01252255414923032
23,43,0.0009704699440926359,0.012436539780555105,0.012541337509950002
24,43,0.0009677542933995191,0.012437523178841713,0.012521924128135046
25,43,0.0009649233547011819,0.012437469012550939,0.012524414670964082
26,43,0.000961977826489388,0.012436932668688193,0.01252358514815569
27,43,0.0009589184355291488,0.01243648980432555,0.012528494323293367
28,43,0.0009557459366794051,0.012437913898043834,0.012525386400520802
29,43,0.000952461112706777,0.012436729522838648,0.01252485806743304
30,43,0.0009490647740924278,0.01243630074228144,0.012531649768352509
31,43,0.00094555775883209,0.012436390008570814,0.012524865542848904
32,43,0.0009419409322293028,0.012439361700421309,0.012521852441132068
33,43,0.0009382151866819101,0.012436825249621905,0.012523064302901427
34,43,0.0009343814414618769,0.012438016957879409,0.01252180361499389
35,43,0.0009304406424884702,0.012437273831913395,0.012521709414819877
36,43,0.0009263937620948695,0.012437015948158263,0.012521159114936987
37,43,0.000922241798788257,0.012437917224450276,0.012527921920021374
38,43,0.0009179857770034514,0.01243713021413717,0.012521677613258363
39,43,0.000913626746850144,0.012436605908019364,0.01253224216401577
40,43,0.0009091657838537996,0.012437337893729115,0.012524483961363634
41,43,0.0009046039886902867,0.012437836030216792,0.012529259162644545
42,43,0.0008999424869143022,0.012437161104486503,0.012526070686678091
43,43,0.0008951824286816577,0.012437191042144486,0.012528603884081045
44,43,0.0008903249884654961,0.012435470002544883,0.012522391602396965
45,43,0.0008853713647665072,0.012436669293157116,0.012532049169143042
46,43,0.000880322779817216,0.012436108109870673,0.012522618944446246
47,43,0.0008751804792804151,0.012437443717259978,0.012537852848569552
48,43,0.000869945731941816,0.01243633188905611,0.012526898061235745
49,43,0.0008646198293969955,0.012437892253252448,0.012522217817604542
50,43,0.0008592040857327133,0.012436282131856533,0.012523424265285334
51,43,0.0008536998372026809,0.012436924940313482,0.012523082954188188
52,43,0.0008481084418978613,0.012435475896766149,0.012544306094447772
53,43,0.0008424312794113804,0.012437253656225496,0.01252288069576025
54,43,0.000836669750498132,0.012437990590588085,0.012523168995976448
55,43,0.0008308252767291643,0.012436039966618354,0.012527607108155887
56,43,0.000824899300140927,0.012436813769245922,0.012523773312568664
57,43,0.0008188932828794707,0.012435680175160928,0.01253401894122362
58,43,0.000812808706839685,0.012436738816476348,0.012531614787876606
59,43,0.000806647073299662,0.012435616522913454,0.012565030120313167
60,43,0.0008004099025502793,0.012435805129090299,0.012526822735865912
61,43,0.0007940987335200906,0.012436507422883014,0.012524454568823179
62,43,0.0007877151233956179,0.012437125447118943,0.0125301152591904
63,43,0.0007812606472371395,0.01243530392618298,0.01252405824760596
64,43,0.000774736897590067,0.012434921670797678,0.012523233989874523
65,43,0.0007681454840920089,0.012437051074867837,0.012522259627779324
66,43,0.0007614880330756165,0.012436482756190272,0.012545518117646376
