epoch,train_loss,val_loss
1,0.07563341189833249,0.07255743940671285
2,0.07283307611942291,0.0705725567208396
3,0.07044784713755636,0.06709804551468955
4,0.06717951793004484,0.06493724385897319
5,0.06578512544579365,0.06423622866471608
6,0.06553550678140976,0.06410970952775744
7,0.0649670222774148,0.06359657810793982
8,0.06532391692128252,0.06333126624425252
9,0.06425317902775372,0.06275079978836907
10,0.06855225015212507,0.06778339131010903
11,0.06559450409429915,0.0632313419547346
12,0.0661095941767973,0.0629547859231631
13,0.06414087286547702,0.06405742880370882
14,0.06515305889222552,0.0626145646803909
15,0.06345248731839306,0.06225316971540451
16,0.06519601269460776,0.06219558748934004
17,0.06534842083997586,0.06448230726851358
18,0.06499698528033845,0.0636117085814476
19,0.06463853384861175,0.06275644236140782
20,0.0644641631447217,0.06314539371265306
21,0.06391511457588743,0.06281249225139618
22,0.0636722196770065,0.06255175173282623
23,0.06342446661609061,0.06238538730475637
24,0.06326440469745327,0.06221653107139799
25,0.0631617527345524,0.062072287831041545
26,0.06312576325281578,0.06222317864497503
27,0.06301250434754525,0.061962663299507566
28,0.06285323388874531,0.06180484965443611
29,0.06278832191053559,0.061733287241723805
30,0.06276386302402791,0.061694069455067314
31,0.06269839110181612,0.061828389349910945
32,0.06266962369794354,0.06164090749290255
33,0.06267934697954093,0.06160770894752608
34,0.06263981507543255,0.06219569676452213
35,0.06264099949861274,0.06158051432834731
36,0.06258475999621783,0.061557417942417994
37,0.06261627085726051,0.06168363822831048
38,0.06260573831112946,0.06213969406154421
39,0.06264451250214786,0.06173657005031904
40,0.06245794284212239,0.06156108031670252
41,0.06246850179398761,0.06141543471150928
42,0.0625198692740763,0.061404694699578814
43,0.062423897030598974,0.06151472570167647
44,0.06257819521295674,0.06150719771782557
45,0.06244547265198301,0.061437401092714734
46,0.06235887039014522,0.06138612826665243
47,0.06245162672198871,0.0613186980287234
48,0.06230790283092681,0.06136811152100563
49,0.062476576032007444,0.06139281392097473
50,0.062333342619240284,0.06127264930142297
